Company,Brief Description,Protein category,B2B/B2C,Company focus,Company type,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,HQ Country,HQ State (U.S. only),HQ City,Website,Year founded,Founders
Soyana,"Switzerland-based producer of soy-based alternatives to dairy, eggs, and meat. ",Plant-based,"B2C,B2B","Meat,Dairy,Eggs",Specialized (focused on alternative proteins),End product formulation and manufacturing,"Other meat/seafood,Milk,Other dairy,Cheese,Ground meat/seafood,Eggs,Ingredients","Beef/veal,Chicken,Pork,Turkey","Soy,Wheat,Rice,Sunflower",Europe,Switzerland,,Schlieren,https://soyana.ch/,1981,A.W. Dänzer
Soyarich Foods,Soyarich Foods was established in 2012 and is a fast growing Tofu (Soya Paneer) making company with production capacity of more than 1000 Kg/Day. ,Plant-based,B2C,Dairy,Diversified,End product formulation and manufacturing,Other dairy,,Soy,Asia Pacific,India ,,Pune,https://www.soyarichfoods.com/,2012,
Soyarie,Canada-based company producing plant-based meat products.,Plant-based,B2C,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Other meat/seafood,,Soy,United States and Canada,Canada,,Gatineau,https://soyarie.ca/our-products/,1982,Koichi Watanbe
Soyfresh,Singapore-based brand of soy milk. ,Plant-based,B2C,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Milk,,Soy,Asia Pacific,Singapore,,Singapore,http://lamsoongroup.com/prodSoyfresh_flav.asp,1950,
SoyKing,Soy ingredient provider. ,Plant-based,B2B,Ingredients and inputs,Diversified,,Ingredients,,Soy,Europe,United Kingdom,,Milton Keynes,https://www.soyking.co.uk/,2007,
Soymaru,Plant-based meat ,Plant-based,B2C,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,,,Soy,Asia Pacific,South Korea,,,http://soymaru.co.kr/,2010,
Soymik Co. ,"Russia-based producer of soy-based products, including a soy meat crumble product. ",Plant-based,B2C,Meat,Diversified,End product formulation and manufacturing,Ground meat/seafood,,Soy,Europe,Russia,,St. Petersburg,https://www.soymik.ru/eng,,
Space F ,South Korea-based company producing cultivated meat,Cultivated,B2C,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,,,,Asia Pacific,South Korea,,Seoul,http://www.spacef.biz/eng/,2020,
Speedy Foods,"A custom food manufacturer with the capacity for private label packaging. They specialize in working with restaurants, hotels, catering, healthcare, and K-12 Schools, colleges and universities, military, and national and regional accounts. Operate out of a 20,000 sq ft facility that is USDA licensed) offering R&D, production, and distribution. ",Plant-based,B2B,Contract manufacturing/processing,Diversified,,,,,United States and Canada,United States,Colorado,Commerce City,https://speedyfoods.com/,1975,
Spork & Ladle,,Plant-based,B2B,Contract manufacturing/processing,Diversified,,,,,United States and Canada,United States,,,https://www.sporkladle.com/,2011,
Spread'Em Kitchen,"SPREAD'EM KITCHEN makes nut based dairy-alternatives like cheese, spreads, dips and butter.
",Plant-based,B2C,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Cheese,Other dairy",,"Almond,Cashew",United States and Canada,Canada,,Richmond,http://spreademkitchen.com/,2014,Mellisa Mills
Sproud,Plant-based milk powered by peas.,Plant-based,B2C,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Milk,,Pea,Europe,Sweden,,,https://besproud.com/,2018,Maria Tegman and Christopher Robertson
"SPX FLOW, Inc.",U.S.-based company that manufactures and delivers equipment and end-to-end systems for nutritional and plant-based products. ,"Plant-based,Fermentation-derived,Traditional fermentation","B2C,B2B",Food processing infrastructure and equipment,Diversified,"End product formulation and manufacturing,Ingredient optimization",,,,United States and Canada,United States,North Carolina,Charlotte,www.spxflow.com,2015,Chris Kearney and Jeremy Smeltser
Squeaky Bean,"UK-based producer of cravable plant-based meats, including deli slices, nuggets, and fillets. ",Plant-based,B2C,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Whole muscle meat/seafood,Other meat/seafood","Chicken,Beef/veal,Pork","Wheat,Soy,Pea,Potato",Europe,United Kingdom,,Redhill,https://www.squeakybean.co.uk/,2018,
Squp Gelato,Italian plant-based gelato company.,Plant-based,B2C,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Other dairy,,"Coconut,Hazelnut,Pistachio",Europe,Italy,,Rome,https://squpgelato.it/,2020,
SriMU,US-based company creating plant-based cheese.,Plant-based,B2C,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Cheese,,Cashew,United States and Canada,United States,California,Los Angeles,https://srimu.com/,2019,Julie Piatt
Stämm Biotech,Buenos Aires based company developing a new type of bioreactor that 3D prints a dense network of microchannels that pass cells through the nutrients and oxygen they need. ,Cultivated,B2B,Bioprocessing infrastructure and equipment,Diversified,Bioprocess design,,,,United States and Canada,United States,California,San Francisco,https://www.stamm.bio/,2016,Yuyo Llamazares Vegh and Federico D’Alvia Vegh
Standing Ovation,France-based company producing casein through precision fermentation. ,Precision fermentation,B2C,"Dairy,Ingredients and inputs",Specialized (focused on alternative proteins),Ingredient optimization,Ingredients,,Casein,Europe,France,,Paris,https://standing-ovation.co/,2020,Romain Chayot
Starfield Food Science & Technology ,China-based company that produces and supplies plant-based meat products and plant proteins ,Plant-based,"B2C,B2B","Contract manufacturing/processing,Ingredients and inputs,Meat",Specialized (focused on alternative proteins),"End product formulation and manufacturing,Ingredient optimization","Other,Ground meat/seafood,Other meat/seafood,Milk","Beef/veal,Pork,Tuna,Chicken,Other fish,Crab","Algae,Rice,Coconut,Soy,Wheat",Asia Pacific,Mainland China,,Shenzhen,https://www.starfield.cn/,2019,Liu Shuman 
Starlite Cuisine,Maker of plant-based enchiladas and taquitos from soy and pea protein ,Plant-based,B2C,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Chicken,Pork,Beef/veal","Soy,Mushrooms,Chickpea,Pea",United States and Canada,United States,California,Seal Beach,https://starlitecuisine.com/,1999,"June Wang Lim, Selene Wang"
"StarPlants Food Technology Co., Ltd.","Food tech, lifestyle company that developing, producing and selling plant-based drinks and snacks based on chickpea.",Plant-based,B2C,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Milk,Other,Chickpea,Asia Pacific,Mainland China,,Shanghai,https://starplants.com.cn/,2021,Udi Baran
Steakholder Foods,"Steakholder Foods is 3D printing a new frontier in protein manufacturing. They are on a mission to provide manufacturing solutions that craft sustainable, delicious alternative meat and fish, providing food industry-standard machinery, and premix blends for plant-based food.","Plant-based,Blended",B2B,"Meat,Seafood,Bioprocessing infrastructure and equipment,Food processing infrastructure and equipment",Specialized (focused on alternative proteins),End product formulation and manufacturing,"Whole muscle meat/seafood,Ground meat/seafood,Other,Other meat/seafood",Beef/veal,,"Africa/Middle East,Europe,United States and Canada,Asia Pacific",Israel,,Rehovot,https://steakholderfoods.com/,2019,Arik Kaufman and Yaron Kaiser
Steinecker,"Partner for innovative solutions in sustainable brewing, alternative food processing, and bioprocessing. ","Plant-based,Cultivated,Fermentation-derived,Traditional fermentation,Biomass fermentation,Precision fermentation",B2B,"Food processing infrastructure and equipment,Bioprocessing infrastructure and equipment",Diversified,Bioprocess design,,,,"Africa/Middle East,Asia Pacific,Australia/New Zealand,Europe,Latin America,United States and Canada",Germany,,Freising,www.steinecker.com,1876,Anton Steinecker
SternMaid America,Food manufacturer focused on powdered foods and supplements,Plant-based,"B2B,B2C",Contract manufacturing/processing,Diversified,,Ingredients,,,United States and Canada,United States,Illinois,Aurora,http://www.sternmaid-america.com/,2012,
Steuben Foods,"Plant-based beverages (gable top cartons, Tetra Pak, and bottles)",Plant-based,B2B,Contract manufacturing/processing,Diversified,"Feedstocks,Bioprocess design","Milk,Other",,,United States and Canada,United States,New York ,Buffalo,http://www.steubenfoods.com/,1999,
Sticta Biologicals,Chile-based company that uses yeast-derived recombinant proteins and growth factor for cell-based meat,"Cultivated,Precision fermentation",B2B,Ingredients and inputs,Specialized (focused on alternative proteins),Cell culture media,Ingredients,"Beef/veal,Pork,Chicken,Other fish",,Latin America,Chile,,Santiago,https://www.sticta.com/,2021,"Andrés Ariztía,  Eduardo Agosin"
Stockeld Dreamery,"Plant-based cheese, yogurt, and ice cream.",Plant-based,"B2C,B2B",Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Cheese,,"Chickpea,Lentils,Pea,Potato","Europe,United States and Canada",Sweden,,Solna,https://www.stockeld.com/,2019,Soroush Tavakoli and Anja Leissner
String Bio ,String’s purpose is to commercialize next generation ingredients that enable sustainability and traceability in evolving value chains.,Fermentation-derived,B2B,Ingredients and inputs,Diversified,Ingredient optimization,Ingredients,,,Asia Pacific,India ,,Bangalore,http://www.stringbio.com/,2013,"Ezhil Subbian, Vinod Kumar"
Strive Nutrition,US-based plant-based dairy beverage company using animal-free whey protein,"Precision fermentation,Plant-based",B2C,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Milk,Other,Whey,"United States and Canada,Asia Pacific",United States,Kansas,Wichita,www.striveforbetter.com,2017,"Dennis, Janet and Austen Cohlmia "
Studio Fava,"Innovation partner in development of plant-based, fermentation-based and cell-based foods.","Plant-based,Cultivated,Fermentation-derived,Precision fermentation,Biomass fermentation,Blended",B2B,"Ingredients and inputs,Contract manufacturing/processing",Specialized (focused on alternative proteins),"Bioprocess design,Scaffolding and structure,End product formulation and manufacturing,Ingredient optimization",,,,"Asia Pacific,Europe,United States and Canada",Netherlands,,'s-Hertogenbosch,www.studiofava.nl,2020,Dennis Favier
SUANFARMA,,Fermentation-derived,,Contract manufacturing/processing,Diversified,,,,,Europe,Portugal,,Lisbon,https://www.suanfarma.com/cipan/,1993,
Sugarlogix (previously known as Zimitech),US-based company developing yeast-based technologies to produce functional sugars found naturally only in human breast milk. ,Precision fermentation,B2B,Ingredients and inputs,Diversified,,,,,United States and Canada,United States,California,Alameda,https://www.sugarlogix.com/,2016,Chaeyoung Shin
SUJIS LINK,,Plant-based,B2C,Meat,Specialized (focused on alternative proteins),,"Ground meat/seafood,Other meat/seafood",,Soy,Asia Pacific,South Korea,,,http://sujislink.com/sub/company.php,2016,
Sulian Food,"China-based brand enterprise specializes in plant-based series products R&D, manufacturing, sales, and technological innovation",Plant-based,"B2C,B2B","Meat,Ingredients and inputs,Food processing infrastructure and equipment,Contract manufacturing/processing",Diversified,End product formulation and manufacturing,"Other meat/seafood,Ground meat/seafood,Ingredients",,Soy,Asia Pacific,Mainland China,,Ningbo,https://www.sulianfood.com/en/,2010,Zhang Xinliang
Sun Bear Biofuture,UK-based company that produces a range of high value to commodity fats and oils using yeast and fermentation for the food and oleochemical markets.,"Precision fermentation,Fermentation-derived",B2B,Ingredients and inputs,Diversified,"Host strain development,Feedstocks,Ingredient optimization",Oils and fats,,Yeast,Europe,United Kingdom,,Oxford,https://www.sunbearbioworks.com/,2022,Ben Wilding and Ben Williams
Sunbloom Proteins,"Produces plant-based protein for food applications from European-sourced, non-GMO sunflower seeds. Suggested applications are as a milk-substitute in dairy products and in a variety of baked goods. They also offer a texturized substitute suitable for meat-alternatives.",Plant-based,B2B,Ingredients and inputs,Specialized (focused on alternative proteins),Ingredient optimization,Ingredients,,Sunflower,Europe,Germany,,Munich,https://www.sunbloom.de/,2017,Thomas Stuchly
Sunday Supper,"Vegan Italian Frozen Food - Made For Meat Eaters. Plant based pasta dishes, including vegan cheese.",Plant-based,B2C,Dairy,Diversified,End product formulation and manufacturing,,,,United States and Canada,United States,California,Los Angeles,https://vegansundaysupper.com/pages/about,2021,Richard Klein
Sundyota Numandis,"Started as a probiotic and pharmaceutical drug company, Sundyota makes now makes food ingredients including Golden Chlorella and Diamond Chlorella which have various applications for alternative protein products. ",Plant-based,B2B,Ingredients and inputs,Diversified,"Ingredient optimization,End product formulation and manufacturing",Oils and fats,,Chlorella ,Asia Pacific,India ,,Ahmedabad ,https://superfoods.sundyotanumandis.com/chlorella.html,2003,Dinesh Arora
Sunflower Family,Maker of ground meat from textured sunflower protein.,Plant-based,B2C,"Meat,Dairy",Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Milk,Other dairy,Oils and fats",,"Sunflower,Almond","Europe,United States and Canada",Germany,,Buchenberg,https://sunflowerfamily.de/,2013,"Fabian Breisinger, Nicole Breisinger, and Oliver Schnekmann"
Sunfly,Estonia-based company creating plant-based dairy products from sunflower seeds.,Plant-based,B2C,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Milk,Other dairy,Other",,Sunflower,Europe,Estonia,,Tallinn,https://shopsunfly.com/,2022,"Dmitri, Leonid, and Mark Eivin"
